StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,edad,genero,ocup,edu,imple,viable,perti,BB2_1,BB2_2,BB2_3,BB2_4,BB3,vot21,vot22,vot26_a36,novot,difvoto,intvot,reprevot,vot26_check2,cpc_cond,cpc_act1,cpc_act2,check_com,lima,satisz,confi,desemmu,Q46,Q47_1,Q47_2,seg,confianza_1,confianza_2,confianza_3,confianza_4,Q26_1,BY_DO,BB1_DO,TT2_DO,EM1_DO,AC1_DO,MAN1_DO
22/06/25 22:17,22/06/25 22:32,IP Address,179.6.4.232,100,881,True,22/06/25 22:32,R_1qm6Zb1VFHN6WeD,,,,,-12.046,-77.0305,anonymous,ES,0.5,Acepto participar de la encuesta,25,Mujer,Trabaja,Universitaria,4,6,7. Muy pertinente,Totalmente de acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Homicidio,Sí,Sí,Sí,No me siento representado por ninguno,4. Difícil,3. Ni interesado/a ni desinteresado/a,2. Poco representado,3. Ni cargada ni simple,5,Totalmente de acuerdo 10,Lo apoyo totalmente 10,Policías en un operativo,Sí,Insatisfecho,Ni mucha ni poca confianza,Algo capacitados,1. Muy en desacuerdo,Sí,Sí,Poco seguro/a,5,5,1. No confía nada,4,8,by_c,bb_c,Q18,em_t,ac_t1,man_c
22/06/25 18:34,22/06/25 22:46,IP Address,190.238.238.48,100,15119,True,22/06/25 22:46,R_3M8bvF6AkeOHjpL,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,21,Mujer,Trabaja y estudia,Universitaria,3,4,5,En desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Homicidio,No,Sí,No,,4. Difícil,5. Muy interesado/a,1. Nada representado,1. Muy cargada,6,5,7,Militares del ejército,Sí,Insatisfecho,Poca confianza,Nada capacitados,1. Muy en desacuerdo,Sí,Sí,Poco seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,1. No confía nada,1,by_c,bb_t,Q20,em_t,ac_t1,man_c
22/06/25 18:27,22/06/25 23:21,IP Address,38.25.16.28,100,17641,True,22/06/25 23:21,R_6sgcVNXc4qjO6VH,,,,,-12.046,-77.0305,anonymous,ES,0.200000003,Acepto participar de la encuesta,21,Mujer,Estudia,Universitaria,4,4,5,De acuerdo,Totalmente de acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Homicidio,No,Sí,No,,3. Ni fácil ni difícil,3. Ni interesado/a ni desinteresado/a,2. Poco representado,1. Muy cargada,6,6,5,Policías en un operativo,Sí,Insatisfecho,Poca confianza,Algo capacitados,3,No,No,Nada seguro/a,2,3,1. No confía nada,3,5,by_c,bb_c,Q18,em_t,ac_t2,man_c
22/06/25 20:58,22/06/25 23:21,IP Address,190.237.115.234,100,8558,True,22/06/25 23:21,R_1rAOYeVrB0osEwc,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,19,Mujer,Estudia,Universitaria,4,4,5,Totalmente de acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Homicidio,No,No,No,,4. Difícil,4. Interesado/a,1. Nada representado,3. Ni cargada ni simple,4,6,4,Policías en un operativo,Sí,Insatisfecho,Poca confianza,Nada capacitados,2,Sí,Sí,Poco seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,3,6,by_t,bb_t,Q18,em_t,ac_t1,man_t
23/06/25 1:00,23/06/25 1:05,IP Address,181.66.138.117,100,310,True,23/06/25 1:05,R_1LjPHMTPooHkn4y,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,21,Hombre,Estudia,Universitaria,3,5,5,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Homicidio,Sí,Sí,Sí,No me siento representado por ninguno,1. Muy fácil,4. Interesado/a,1. Nada representado,2. Algo cargada,2,Totalmente en desacuerdo 0,No lo apoyo en absoluto 0,No se mostró ninguna foto,Sí,Insatisfecho,Poca confianza,Nada capacitados,1. Muy en desacuerdo,Sí,Sí,Nada seguro/a,2,2,1. No confía nada,2,1,by_t,bb_c,Q18,em_c,ac_t2,man_c
23/06/25 7:49,23/06/25 8:06,IP Address,132.184.130.238,100,1030,True,23/06/25 8:06,R_65BN6FTyxdlu6Yb,,,,,-12.0439,-77.0281,anonymous,ES,0.699999988,Acepto participar de la encuesta,20,Mujer,Estudia,Universitaria,4,5,4,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Homicidio,No,No,No,,5. Muy difícil,4. Interesado/a,4. Representado,1. Muy cargada,10. Muy probable,Totalmente de acuerdo 10,Lo apoyo totalmente 10,Policías en un operativo,Sí,Insatisfecho,Ni mucha ni poca confianza,Poco capacitados,4,Sí,No,Poco seguro/a,3,4,2,3,4,by_c,bb_t,Q19,em_c,ac_t2,man_c
23/06/25 8:34,23/06/25 8:48,IP Address,132.251.1.149,100,866,True,23/06/25 8:48,R_3IaWzqctrlJUVGB,,,,,-12.046,-77.0305,anonymous,ES,0.699999988,Acepto participar de la encuesta,19,Mujer,Estudia,Universitaria,6,7. Muy viable,5,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Homicidio,No,No,Sí,No confía en los partidos políticos,2. Fácil,4. Interesado/a,2. Poco representado,3. Ni cargada ni simple,6,8,8,No se mostró ninguna foto,Sí,Ni satisfecho ni insatisfecho,Poca confianza,Poco capacitados,1. Muy en desacuerdo,Sí,Sí,Poco seguro/a,2,3,1. No confía nada,4,4,by_c,bb_c,Q18,em_c,ac_t2,man_t
23/06/25 8:31,23/06/25 9:20,IP Address,179.6.153.178,100,2903,True,23/06/25 9:20,R_3hX00HFrMXrgtjP,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,23,Mujer,Trabaja,Universitaria,3,6,6,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Homicidio,Sí,Sí,No,,5. Muy difícil,4. Interesado/a,2. Poco representado,2. Algo cargada,3,2,No lo apoyo en absoluto 0,No se mostró ninguna foto,Sí,Insatisfecho,Poca confianza,Poco capacitados,4,No,No,Nada seguro/a,2,5,1. No confía nada,3,4,by_c,bb_c,Q19,em_c,ac_t2,man_t
23/06/25 9:17,23/06/25 9:34,IP Address,132.251.1.25,100,1021,True,23/06/25 9:34,R_3VOqkVTrroWZOjT,,,,,-12.046,-77.0305,anonymous,ES,0.800000012,Acepto participar de la encuesta,21,Hombre,Estudia,Universitaria,5,7. Muy viable,5,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Extorsión,Sí,Sí,No,,3. Ni fácil ni difícil,3. Ni interesado/a ni desinteresado/a,3. Ni representado ni no representado,4. Algo simple,4,7,Lo apoyo totalmente 10,Policías en un operativo,Sí,Insatisfecho,Ni mucha ni poca confianza,Algo capacitados,5. Muy de acuerdo,No,Sí,Algo seguro/a,1. No confía nada,2,4,6,6,by_t,bb_t,Q18,em_t,ac_t1,man_c
23/06/25 9:50,23/06/25 10:05,IP Address,179.7.65.233,100,912,True,23/06/25 10:05,R_7rGOk0fBJm69A3E,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,22,Mujer,Estudia,Universitaria,4,4,5,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Homicidio,Sí,Sí,No,,1. Muy fácil,4. Interesado/a,2. Poco representado,3. Ni cargada ni simple,7,6,6,No se mostró ninguna foto,Sí,Ni satisfecho ni insatisfecho,Poca confianza,Poco capacitados,1. Muy en desacuerdo,Sí,Sí,Algo seguro/a,3,3,1. No confía nada,3,5,by_c,bb_c,Q18,em_c,ac_t2,man_t
22/06/25 19:00,23/06/25 10:15,IP Address,45.231.80.103,100,54897,True,23/06/25 10:15,R_3BzaSWIO6S2nMzL,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,21,Mujer,Trabaja y estudia,Universitaria,4,4,5,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Robo,Sí,Sí,No,,3. Ni fácil ni difícil,3. Ni interesado/a ni desinteresado/a,2. Poco representado,1. Muy cargada,3,5,5,Policías en un operativo,Sí,Ni satisfecho ni insatisfecho,Ni mucha ni poca confianza,Poco capacitados,1. Muy en desacuerdo,Sí,Sí,Poco seguro/a,3,3,1. No confía nada,4,5,by_c,bb_c,Q20,em_t,ac_t2,man_t
23/06/25 10:08,23/06/25 10:23,IP Address,177.91.250.37,100,903,True,23/06/25 10:23,R_6G3rdjdMaEudnSF,,,,,-12.046,-77.0305,anonymous,ES,0.300000012,Acepto participar de la encuesta,,Hombre,Trabaja y estudia,Universitaria,2,3,2,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Homicidio,No,No,Sí,Otra razón,4. Difícil,4. Interesado/a,1. Nada representado,3. Ni cargada ni simple,7,5,6,Policías en un operativo,Sí,Ni satisfecho ni insatisfecho,Poca confianza,Poco capacitados,3,Sí,No,Nada seguro/a,2,3,1. No confía nada,3,6,by_c,bb_t,Q18,em_t,ac_t2,man_c
23/06/25 10:25,23/06/25 10:30,IP Address,45.231.80.105,100,328,True,23/06/25 10:30,R_1wLFTARpL6jAMML,,,,,-12.046,-77.0305,anonymous,ES,0.699999988,Acepto participar de la encuesta,21,Mujer,Estudia,Universitaria,3,3,5,De acuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,En desacuerdo,Homicidio,No,No,Sí,No confía en los partidos políticos,2. Fácil,4. Interesado/a,2. Poco representado,1. Muy cargada,7,7,8,Policías en un operativo,Sí,Insatisfecho,Poca confianza,Poco capacitados,1. Muy en desacuerdo,Sí,Sí,Poco seguro/a,2,2,1. No confía nada,3,3,by_c,bb_c,Q19,em_t,ac_t1,man_c
23/06/25 11:02,23/06/25 11:08,IP Address,190.237.151.82,100,343,True,23/06/25 11:08,R_7Cf6fxXp7WMFsb2,,,,,-12.046,-77.0305,anonymous,ES,0.800000012,Acepto participar de la encuesta,24,Mujer,Estudia,Universitaria,6,5,5,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Homicidio,Sí,Sí,No,,4. Difícil,3. Ni interesado/a ni desinteresado/a,2. Poco representado,3. Ni cargada ni simple,7,8,8,Militares del ejército,Sí,Insatisfecho,Poca confianza,Poco capacitados,3,No,No,Nada seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,1. No confía nada,5,by_t,bb_c,Q19,em_t,ac_t1,man_c
23/06/25 11:50,23/06/25 11:56,IP Address,179.6.14.127,100,331,True,23/06/25 11:56,R_5avB4yLCUnc7iQ9,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,22,Hombre,Trabaja y estudia,Universitaria,2,4,5,Totalmente en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Homicidio,Sí,Sí,No,,3. Ni fácil ni difícil,4. Interesado/a,1. Nada representado,1. Muy cargada,0. Nada probable,6,6,No se mostró ninguna foto,Sí,Ni satisfecho ni insatisfecho,Poca confianza,Nada capacitados,1. Muy en desacuerdo,Sí,Sí,Poco seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,1. No confía nada,7,by_c,bb_t,Q20,em_c,ac_t2,man_t
23/06/25 13:22,23/06/25 13:29,IP Address,181.65.63.95,100,454,True,23/06/25 13:29,R_1s52dFiVVHAbotC,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,22,Hombre,Trabaja y estudia,Universitaria,4,6,6,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,Homicidio,Sí,Sí,No,,3. Ni fácil ni difícil,3. Ni interesado/a ni desinteresado/a,3. Ni representado ni no representado,2. Algo cargada,6,8,8,Policías en un operativo,Sí,Ni satisfecho ni insatisfecho,Ni mucha ni poca confianza,,3,Sí,No,Algo seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,1. No confía nada,8,by_c,bb_c,Q18,em_t,ac_t1,man_t
23/06/25 13:39,23/06/25 13:57,IP Address,132.251.2.85,100,1099,True,23/06/25 13:57,R_3qwnt3xu3CA0EwQ,,,,,-12.046,-77.0305,anonymous,ES,1,Acepto participar de la encuesta,22,Mujer,Estudia,Universitaria,4,5,5,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Homicidio,Sí,No recuerdo,No,,3. Ni fácil ni difícil,4. Interesado/a,2. Poco representado,2. Algo cargada,6,5,4,No se mostró ninguna foto,Sí,Ni satisfecho ni insatisfecho,Ni mucha ni poca confianza,Algo capacitados,3,Sí,Sí,Poco seguro/a,3,3,2,3,4,by_c,bb_t,Q18,em_c,ac_t2,man_t
23/06/25 14:01,23/06/25 14:13,IP Address,38.253.149.28,100,743,True,23/06/25 14:13,R_7LHx12kF3gtGcKI,,,,,-12.046,-77.0305,anonymous,ES,0.200000003,Acepto participar de la encuesta,24,Mujer,Estudia,Universitaria,4,5,4,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Homicidio,,Sí,No,,5. Muy difícil,2. Poco interesado/a,2. Poco representado,3. Ni cargada ni simple,3,5,6,No se mostró ninguna foto,Sí,Ni satisfecho ni insatisfecho,Poca confianza,Poco capacitados,2,Sí,Sí,Poco seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,1. No confía nada,,by_c,bb_c,Q18,em_c,ac_t1,man_t
23/06/25 14:01,23/06/25 14:20,IP Address,179.7.64.36,100,1145,True,23/06/25 14:20,R_1HYSNmUVeD4j1kf,,,,,-12.046,-77.0305,anonymous,ES,0.400000006,Acepto participar de la encuesta,23,Hombre,Trabaja y estudia,Secundaria,1. Nada probable,1. Nada viable,5,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Homicidio,Sí,Sí,Sí,No confía en los partidos políticos,3. Ni fácil ni difícil,5. Muy interesado/a,2. Poco representado,1. Muy cargada,5,8,7,Policías en un operativo,Sí,Insatisfecho,Poca confianza,Poco capacitados,1. Muy en desacuerdo,Sí,Sí,Poco seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,1. No confía nada,4,by_c,bb_c,Q20,em_c,ac_t1,man_t
23/06/25 10:27,23/06/25 14:32,IP Address,38.253.148.182,100,14675,True,23/06/25 14:32,R_3P78WH4aez9N1gr,,,,,-12.046,-77.0305,anonymous,ES,0.600000024,Acepto participar de la encuesta,22,Mujer,Trabaja y estudia,Universitaria,5,4,5,De acuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,Homicidio,Sí,Sí,No,,2. Fácil,4. Interesado/a,2. Poco representado,5. Muy simple,4,6,6,Policías en un operativo,Sí,Satisfecho,Ni mucha ni poca confianza,Algo capacitados,4,Sí,Sí,Algo seguro/a,2,3,3,4,8,by_c,bb_t,Q19,em_t,ac_t2,man_t
23/06/25 16:38,23/06/25 16:46,IP Address,38.25.25.86,100,521,True,23/06/25 16:46,R_56mMEN5Xt8LSt5i,,,,,-12.046,-77.0305,anonymous,ES,0.400000006,Acepto participar de la encuesta,22,Mujer,Trabaja,Universitaria,4,5,5,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Homicidio,No,No,No,,4. Difícil,4. Interesado/a,1. Nada representado,1. Muy cargada,8,5,7,Policías en un operativo,Sí,Ni satisfecho ni insatisfecho,Poca confianza,Nada capacitados,2,Sí,Sí,Algo seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,2,4,by_t,bb_t,Q18,em_t,ac_t2,man_t
23/06/25 17:43,23/06/25 17:48,IP Address,179.6.6.126,100,311,True,23/06/25 17:48,R_1csy9QJWWtEbCZH,,,,,-12.046,-77.0305,anonymous,ES,0.600000024,Acepto participar de la encuesta,22,Hombre,Estudia,Universitaria,5,5,5,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,Homicidio,No,Sí,Sí,No confía en los partidos políticos,4. Difícil,2. Poco interesado/a,3. Ni representado ni no representado,2. Algo cargada,5,2,3,Policías en un operativo,Sí,Ni satisfecho ni insatisfecho,Poca confianza,Poco capacitados,4,Sí,No,Poco seguro/a,2,4,2,2,,by_t,bb_c,Q18,em_t,ac_t1,man_c
23/06/25 18:32,23/06/25 18:36,IP Address,181.176.109.131,100,215,True,23/06/25 18:36,R_7cyNfNQdAWSha9z,,,,,-12.046,-77.0305,anonymous,ES,1,Acepto participar de la encuesta,22,Prefiero no especificar,Trabaja y estudia,Universitaria,5,5,5,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,En desacuerdo,Homicidio,Sí,Sí,No,,1. Muy fácil,5. Muy interesado/a,1. Nada representado,1. Muy cargada,9,9,9,Autoridades del gobierno,Sí,Insatisfecho,Poca confianza,,5. Muy de acuerdo,Sí,Sí,Poco seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,1. No confía nada,,by_t,bb_t,Q18,em_c,ac_t2,man_t
23/06/25 18:43,23/06/25 18:50,IP Address,132.251.2.66,100,426,True,23/06/25 18:50,R_1bNw5POD9noPfzR,,,,,-12.046,-77.0305,anonymous,ES,0.699999988,Acepto participar de la encuesta,22,Hombre,Estudia,Universitaria,5,1. Nada viable,1. Nada pertinente,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Homicidio,Sí,Sí,No,,1. Muy fácil,3. Ni interesado/a ni desinteresado/a,1. Nada representado,1. Muy cargada,0. Nada probable,4,3,Policías en un operativo,Sí,Ni satisfecho ni insatisfecho,Poca confianza,Nada capacitados,1. Muy en desacuerdo,Sí,Sí,Nada seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,2,7,by_c,bb_c,Q20,em_t,ac_t1,man_c
23/06/25 21:44,23/06/25 21:51,IP Address,38.25.30.189,100,409,True,23/06/25 21:51,R_32LShyIlydygPVh,,,,,-12.046,-77.0305,anonymous,ES,0.300000012,Acepto participar de la encuesta,21,Mujer,Trabaja y estudia,Universitaria,4,6,5,Ni de acuerdo ni en desacuerdo,Totalmente en desacuerdo,De acuerdo,Totalmente en desacuerdo,Homicidio,No,Sí,No,,5. Muy difícil,4. Interesado/a,2. Poco representado,1. Muy cargada,9,5,1,Policías en un operativo,Sí,Ni satisfecho ni insatisfecho,Poca confianza,Poco capacitados,1. Muy en desacuerdo,Sí,Sí,Poco seguro/a,2,3,2,4,6,by_t,bb_c,Q20,em_t,ac_t1,man_t
23/06/25 23:06,23/06/25 23:18,IP Address,132.191.3.26,100,727,True,23/06/25 23:18,R_7n9s1C3o1l4RdWz,,,,,-12.046,-77.0305,anonymous,ES,0.699999988,Acepto participar de la encuesta,20,Mujer,Estudia,Universitaria,3,4,5,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,Homicidio,No,No,No,,5. Muy difícil,5. Muy interesado/a,1. Nada representado,1. Muy cargada,10. Muy probable,6,9,No se mostró ninguna foto,Sí,Ni satisfecho ni insatisfecho,Poca confianza,Nada capacitados,3,Sí,Sí,Nada seguro/a,1. No confía nada,4,1. No confía nada,6,7,by_t,bb_c,Q20,em_c,ac_t2,man_t
24/06/25 8:59,24/06/25 9:04,IP Address,181.66.17.10,100,322,True,24/06/25 9:04,R_7Tt5OrAKuKDhyKZ,,,,,-11.85,-76.45,anonymous,ES,0.899999976,Acepto participar de la encuesta,19,Mujer,Estudia,Universitaria,3,5,6,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Homicidio,No,No,No,,4. Difícil,3. Ni interesado/a ni desinteresado/a,1. Nada representado,1. Muy cargada,6,6,6,Policías en un operativo,Sí,Ni satisfecho ni insatisfecho,Poca confianza,Nada capacitados,2,Sí,Sí,Nada seguro/a,1. No confía nada,5,1. No confía nada,1. No confía nada,3,by_c,bb_t,Q20,em_t,ac_t2,man_t
24/06/25 11:58,24/06/25 12:12,IP Address,45.231.80.105,100,793,True,24/06/25 12:12,R_6Cs9qshhq5k80QD,,,,,-12.046,-77.0305,anonymous,ES,0.5,Acepto participar de la encuesta,20,Mujer,Trabaja y estudia,Universitaria,4,5,5,Totalmente en desacuerdo,En desacuerdo,De acuerdo,Totalmente en desacuerdo,Homicidio,No,Sí,No,,4. Difícil,4. Interesado/a,2. Poco representado,1. Muy cargada,4,5,5,Policías en un operativo,Sí,Satisfecho,Poca confianza,Poco capacitados,2,Sí,Sí,Poco seguro/a,2,2,1. No confía nada,3,4,by_c,bb_c,Q19,em_t,ac_t1,man_c
24/06/25 15:32,24/06/25 15:39,IP Address,190.235.170.112,100,393,True,24/06/25 15:39,R_5oEVWje4e33PpiH,,,,,-12.046,-77.0305,anonymous,ES,1,Acepto participar de la encuesta,27,Mujer,Trabaja,Universitaria,5,5,6,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Homicidio,Sí,Sí,No,,4. Difícil,5. Muy interesado/a,2. Poco representado,4. Algo simple,9,8,8,Autoridades del gobierno,Sí,Ni satisfecho ni insatisfecho,Poca confianza,Poco capacitados,3,No,No,Algo seguro/a,4,5,4,4,6,by_t,bb_c,Q18,em_t,ac_t2,man_c
24/06/25 15:32,24/06/25 15:39,IP Address,161.132.116.123,100,458,True,24/06/25 15:39,R_58lMSt2zfNvkOdP,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,27,Mujer,Trabaja,Universitaria,3,3,5,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,Homicidio,Sí,Sí,No,,1. Muy fácil,4. Interesado/a,1. Nada representado,3. Ni cargada ni simple,5,3,3,Policías en un operativo,Sí,Satisfecho,Poca confianza,Nada capacitados,1. Muy en desacuerdo,Sí,Sí,Poco seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,5,6,by_c,bb_t,Q18,em_t,ac_t2,man_c
24/06/25 15:38,24/06/25 15:43,IP Address,45.231.80.101,100,326,True,24/06/25 15:43,R_60TsmGBvpPGgpk0,,,,,-12.046,-77.0305,anonymous,ES,0.800000012,Acepto participar de la encuesta,23,Mujer,Trabaja y estudia,Universitaria,4,6,4,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Extorsión,Sí,Sí,Sí,No confía en los partidos políticos,5. Muy difícil,5. Muy interesado/a,2. Poco representado,1. Muy cargada,6,9,8,Autoridades del gobierno,Sí,Satisfecho,Poca confianza,Poco capacitados,1. Muy en desacuerdo,Sí,Sí,Poco seguro/a,2,2,3,7. Confía mucho,5,by_t,bb_c,Q19,em_c,ac_t2,man_t
24/06/25 15:44,24/06/25 15:54,IP Address,104.28.115.84,100,587,True,24/06/25 15:54,R_6cuML4cG5c0DDbD,,,,,-12.046,-77.0305,anonymous,ES,0.800000012,Acepto participar de la encuesta,27,Mujer,Trabaja,Universitaria,7. Muy probable,7. Muy viable,3,Totalmente en desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Homicidio,Sí,Sí,No,,4. Difícil,5. Muy interesado/a,2. Poco representado,1. Muy cargada,8,6,6,No se mostró ninguna foto,Sí,Satisfecho,Poca confianza,Nada capacitados,1. Muy en desacuerdo,Sí,Sí,Poco seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,4,3,by_t,bb_c,Q20,em_c,ac_t1,man_t
24/06/25 15:48,24/06/25 16:03,IP Address,179.6.154.3,100,908,True,24/06/25 16:03,R_51p7yLD7pMrmLsB,,,,,-12.046,-77.0305,anonymous,ES,0.800000012,Acepto participar de la encuesta,27,Mujer,Trabaja,Universitaria,5,4,4,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Homicidio,Sí,Sí,Sí,No me siento representado por ninguno,4. Difícil,4. Interesado/a,2. Poco representado,2. Algo cargada,6,3,4,No se mostró ninguna foto,Sí,Ni satisfecho ni insatisfecho,Poca confianza,Nada capacitados,1. Muy en desacuerdo,Sí,Sí,Poco seguro/a,2,2,1. No confía nada,4,8,by_t,bb_c,Q19,em_c,ac_t1,man_t
24/06/25 16:09,24/06/25 16:12,IP Address,45.231.80.103,100,168,True,24/06/25 16:12,R_5uDNJ4fdcxcyZvt,,,,,-12.046,-77.0305,anonymous,ES,0.600000024,Acepto participar de la encuesta,22,Mujer,Estudia,Universitaria,6,6,6,De acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Robo,Sí,Sí,Sí,No me siento representado por ninguno,4. Difícil,4. Interesado/a,4. Representado,4. Algo simple,8,8,9,Policías en un operativo,Sí,Satisfecho,Mucha confianza,Algo capacitados,4,Sí,Sí,Poco seguro/a,6,7. Confía mucho,6,7. Confía mucho,10,by_t,bb_c,Q19,em_t,ac_t2,man_c
24/06/25 15:46,24/06/25 16:13,IP Address,132.191.3.77,100,1574,True,24/06/25 16:13,R_150t4IJrTim9DZn,,,,,-12.046,-77.0305,anonymous,ES,0.5,Acepto participar de la encuesta,51,Hombre,Trabaja,Universitaria,3,2,7. Muy pertinente,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Homicidio,Sí,Sí,Sí,No confía en los partidos políticos,5. Muy difícil,2. Poco interesado/a,1. Nada representado,1. Muy cargada,8,Totalmente de acuerdo 10,Lo apoyo totalmente 10,Militares del ejército,Sí,Insatisfecho,Poca confianza,Poco capacitados,1. Muy en desacuerdo,Sí,Sí,Nada seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,1. No confía nada,7,by_c,bb_c,Q19,em_t,ac_t1,man_t
24/06/25 16:31,24/06/25 16:38,IP Address,99.238.102.235,100,403,True,24/06/25 16:38,R_6P8aQeaiKPeX4MS,,,,,43.7051,-79.3373,anonymous,ES,1,Acepto participar de la encuesta,22,Mujer,Trabaja,Universitaria,6,6,5,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Homicidio,Sí,No,No,,5. Muy difícil,3. Ni interesado/a ni desinteresado/a,1. Nada representado,1. Muy cargada,10. Muy probable,9,9,Policías en un operativo,No,,,,5. Muy de acuerdo,Sí,Sí,Muy seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,1. No confía nada,6,by_c,bb_c,Q20,em_t,ac_t2,man_t
24/06/25 16:32,24/06/25 16:40,IP Address,190.236.89.40,100,485,True,24/06/25 16:40,R_1j6ZD5ot3C5DKVy,,,,,-13.4099,-76.1325,anonymous,ES,0.699999988,Acepto participar de la encuesta,53,Mujer,Trabaja,Universitaria,3,5,5,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Homicidio,Sí,Sí,No,,5. Muy difícil,4. Interesado/a,1. Nada representado,1. Muy cargada,3,8,7,Policías en un operativo,Sí,Insatisfecho,Poca confianza,Nada capacitados,5. Muy de acuerdo,No,No,Nada seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,1. No confía nada,4,by_t,bb_c,Q20,em_t,ac_t1,man_c
